id,question,question_concept,choices,answerKey
f7735d721dfdc94621154951d4eaa4cf,"She feared that she had cancer, but upon discovering truth that she hadn't, what was her attitude toward life?",discovering truth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['conclusion', 'pain', 'happiness', 'relief', 'boring'],
      dtype=object)}",C
eaf980db7e945b1cf6d648fa55ddcb5e,What is the feeling of one having fun?,having fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['smiling', 'pleasure', 'hurt', 'injuries', 'laughter'],
      dtype=object)}",B
8bbfe8cd056d612e9d3190f278bef287,"If I keep getting crumbs under my table, what should I put under it?",table,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['conference', ""neighbor's house"", 'rug', 'net', 'card room'],
      dtype=object)}",C
aa7c4c351cf8d59792aa68e3de339db4,Christians believe you will go to heaven if you're what?,dying,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unable to work', 'born again', 'change of color', 'dead',
       'no longer exist'], dtype=object)}",B
23df3bac9cfcb156f4cfd8a05f21c5e2,James loved to surf but he wasn't good at it. He would always do what?,surf,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wipe out', 'enjoy yourself', 'start fighting', 'get wet', 'drown'],
      dtype=object)}",A
d21777d771dc6fd08e769d378651817e,"Sarah gave her brother a guy to her home.  While she was gone, he used it to do what?",key,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['front door', 'turn lock', 'solution to problem', 'install',
       'open doors'], dtype=object)}",E
611a4cc0e288b8a11afa923f48cb2ab4,When did mammoth's live?,mammoth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boscage', 'forest', 'prehistory', 'prehistoric times',
       'ancient times'], dtype=object)}",E
8e7941ce31996ca83cc0a68f7313c96d,"After killing people, the murderer went to church after feeling what?",killing people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['murder', 'remorse', 'religious', 'retaliation', 'anguish'],
      dtype=object)}",B
ea02772e27f5bd40eced3b65e8c6427f,What might result in an unsuccessful suicide attempt?,committing suicide,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['die', 'interruption', 'bleed', 'hatred', 'dying'], dtype=object)}",B
de54d03e69d9765872f95ff06ed21499,What can happen if you are buying products that someone else does not want you to buy?,buying products,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joy', 'disagreements', 'agony', 'pleasure', 'owning'],
      dtype=object)}",B
b231a732a3fdf0621391e7e385f8d651,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?",getting,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['show appreciation', 'asking for', 'exchanging', 'say thank',
       'smile'], dtype=object)}",D
b9121c3228f961c5ad68958c702cd94b,"Bob stands in the grass surrounded by trees and nature, where is Bob?",grass,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest area', 'desert', 'state park', 'fairgrounds', 'soccer game'],
      dtype=object)}",C
4015ab002ff8c233d1c7ef26f5156b88,Bart entered his horse into the contest.  Where did he do this?,horse,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['circus', 'in kentucky', 'western movie', 'central park',
       'state fair'], dtype=object)}",E
0197ade3bb26d163ab2e284c960c626f,From where does a snowflake form?,snowflake,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud', 'snow storm', 'billow', 'air', 'snowstorm'], dtype=object)}",A
a90f9197a13c64089c9ba95bcba275ad,All the power tools like the drill used for fixing cars made for a very loud workplace where?,drill,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'work shop', 'tool shed', 'repair shop', 'store room'],
      dtype=object)}",D
684204df916cc58d47293960f9c6ed9f,"Applying for a job can make someone feel what sort of emotion, even if they get it?",applying for job,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['working hard', 'frustration', 'rejection', 'defeat', 'stress'],
      dtype=object)}",E
a2aa95861ef74bf1ecfc55db505e3982,"A farmer sees a weasel in the woods, where is the farmer?",weasel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chicken coop', 'beach', 'fairytale', 'great outdoors',
       'corn fields'], dtype=object)}",D
8555dd9667d010018961a2f7d1c22704,"He picked up the perfect pebble, he planned to skip it across the entire small what?",pebble,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manual', 'lake', 'aquarium', 'pond', 'playground'], dtype=object)}",D
84a761f516efce04ab27d7ca8dd25255,Traveling from new place to new place is likely to be what?,traveling,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going somewhere', 'exhilarating', 'diarrhea', 'relocation',
       'exhausting'], dtype=object)}",B
45a6becd307342669d9d17474e50b97a,Turkey only has a small northern part of their country located in part of the what?,turkey,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['middle east', 'oven', 'balkan peninsula', 'provide meat',
       'asia minor'], dtype=object)}",C
c509c499bace6de324b39c0d4d0c30fa,Where might someone store a reusable shopping bag?,shopping bag,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'home', 'mart', 'obesity', 'closet'], dtype=object)}",E
77ddc9134bb27f9962aa2ed5ec5a5ef9,How could you have fun by yourself with no one around you?,fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fairgrounds', 'watching television', 'tired', 'enjoyable',
       ""friend's house""], dtype=object)}",B
715583129369c0c5c9f499c93a1c095e,The potato might be the official vegetable of what?,potato,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vegans', 'kitchen cupboard', 'restaurants', 'chicken', 'maryland'],
      dtype=object)}",E
a478e8b7c049781574f7fbb11ba1eec0,Where is the sky most beautiful?,sky,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['planetarium', 'outdoors', 'atmosphere', 'night', 'photo'],
      dtype=object)}",B
f427f9de6bf580314531baf86de8acbc,What type of fruit is easily broken in to sections?,section,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slide', 'citrus', 'band', 'orchestra', 'coconut'], dtype=object)}",B
0f7425ecbe369bf41a230aab92d84132,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?",running twenty six miles,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excruciating pain', 'passing out', 'death', 'drunk', 'exhaustion'],
      dtype=object)}",B
c872c08a95dd28a16479b76f240a4ad5,Billy liked driving cars.  He was good at it.  But he was rattled ever since his father experienced what?,driving car,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['transportation', 'pollution', 'stress', 'death', 'go somewhere'],
      dtype=object)}",D
08d908ed723f813574992195d61386a2,"I am cold, what should I do to stay warm?",cold,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stay in bed', 'light fire', 'freezer', 'lay on ice', 'spit'],
      dtype=object)}",B
5365fd00ef8cec62ee5685e246a939db,"Copulating with the wrong partner may be ill advised, many diseases can be transferred that can cause different types of what?",copulating,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['intense pleasure', 'ejaculation', 'period of rest', 'enjoyment',
       'skin irritation'], dtype=object)}",E
5649bd90dbb57e223fd843b7a4563a0f,What do audiences clap for?,audience,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cinema', 'theatre', 'movies', 'show', 'hockey game'], dtype=object)}",D
0a2195ae8d4706abc5721578c9991466,Where would you get a balalaika if you do not have one?,balalaika,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['orchestra', 'music store', 'buy music', 'make music', 'symphony'],
      dtype=object)}",B
5d15989039d46156b417c149728591de,"Hoping for a beautiful day, what did the clouds do that disappointed everyone?",beautiful,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['homely', 'overcast', 'hideous', 'overrated', 'misshapen'],
      dtype=object)}",B
6eb57102b44ab74163d8f9821cbdabd0,What type of demands to the unions need to be making to go off strike?,go off strike,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reasonable', 'more money', 'not go to work', 'return to work',
       'union'], dtype=object)}",A
63861ac5e633db9090704ae315ef6f93,"The landscaper was carefully arching stones together, he was creating an elaborate what over the creek?",stones,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'made from rocks', 'balloon', 'field', 'bridge'],
      dtype=object)}",E
8058c566a4f488033d00e6520b17caea,"John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?",happy,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['inappropriate', 'sadness', 'unsatisfied', 'unfortunate',
       'disenchanted'], dtype=object)}",D
57b83653d82b27d32bc39228130f3516,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?",light,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['darkness', 'cumbersome', 'obesity', 'forceful', 'crucial'],
      dtype=object)}",E
410f907f817dd7aa8e73291a918d3d86,Where would you find a ticket booth and see a concert?,ticket booth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'indoors', 'movie theater', 'venue', 'auditorium'],
      dtype=object)}",D
506c2dbfe7b00a82bfdf0507a8de88fb,Who is not famous for a superhighway with no speed limit?,superhighway,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['europe', 'germany', 'industrialized country', 'city', 'america'],
      dtype=object)}",E
42520bf3f93f8de23670044e019001a3,"The low trickle of water revealed a stone, where was the stone found?",stone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'gallbladder', 'driveway', 'river bed', 'creek bed'],
      dtype=object)}",E
5e260e1d96187716888cbd968010bb65,Where is the closest place from where you could borrow salt?,salt,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean water', 'table', 'shaker', ""neighbor's house"", 'lake'],
      dtype=object)}",D
ed50555f8db2b8f66caf9868dcd7e13b,"No matter what date you put on it, we all know the universe to be what?",universe,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['very old', 'infiniverse', 'getting younger', 'infinite', 'real'],
      dtype=object)}",A
a8c284637dabc87745a7eb05d4f7fcbc,A meteor travels through galaxies which are a part of what?,meteor,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['republic of ireland', 'sky', 'orbit', 'universe', 'school'],
      dtype=object)}",D
5758a0fb686071e95d95b1cfad5299a0,What is a person considered a bully known for?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ridiculous', 'false information', 'made fun of', 'brain tumor',
       'bull rider'], dtype=object)}",C
d986f17acb3ed19c77e3ca3f98c026b9,"She had an interest in the man, what did she want to do with him?",interest,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see particular program', 'see exhibits', 'see people play game',
       'have conversation', 'watch film'], dtype=object)}",D
4a4f6408fae400ce0beb5bea0f9913e9,Where is a drug kept in a home bathroom?,drug,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nursery', 'ghetto', 'cupboard', 'pharmacy', 'medicine cabinet'],
      dtype=object)}",E
8c655f3a55bde41aad880f138d7a445d,When cooking sheep meat a lot of people might want to be well?,sheep,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ram', 'lamb', 'done', 'ram', 'wolf'], dtype=object)}",C
56417ee33b44f0d916bedfb6fd99b0ec,Where would you sit in a chair while working toward an advanced degree?,chair,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aeroport', 'church', 'furniture store', 'university',
       'living room'], dtype=object)}",D
43fb083962f825ae651d88648bbd2f74,Farm land makes use of what?,farmland,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countryside', 'michigan', 'north dakota', 'farming areas',
       'illinois'], dtype=object)}",D
aed771629c8dbd0c2587891e98030607,A good interview after applying for a job may cause you to feel what?,applying for job,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['offer', 'income', 'rejection', 'hostile', 'hope'], dtype=object)}",E
d0a42c8180b4e080aa071dd70fce7e03,"Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?",computers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic boom', 'advance knowledge', 'produce sound', 'teach',
       'follow instructions'], dtype=object)}",B
533599262a5dae7c7137cfe69e0e24fb,"There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?",cottage,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountains', 'countryside', 'train', 'painting', 'village'],
      dtype=object)}",B
edd1634d911614590c6b8ca730df95fe,Where is knight always portrayed as a hero?,knight,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['middle ages', 'chess board', 'kids story', 'fairy tale', 'castle'],
      dtype=object)}",D
9a544e9f4847c41a15fdf47ae7b98d8a,James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?,duffel bag,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'transit', 'bus station', 'army barracks',
       'locker room'], dtype=object)}",B
26bd85f05d29863ed777a4f1a4b8fa63,What would you need if you want to smoke?,smoke,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""you're stupid"", 'kill yourself', 'roll joint', 'cigarette',
       'lighter fluid.'], dtype=object)}",D
3884d82524f2337ce53ce64776293cf7,"James decided that competing was the right choice.   Not competing has a defined outcome, but if he competes then what could happen?",competing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['might win', 'perform better', 'enemies', 'winners and losers',
       'lose'], dtype=object)}",A
acb3147d946db3b06a596d48e0be56cf,What could you use to get to some airplanes?,airplanes,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['taxi', 'carry people', 'car', 'stall', 'crash'], dtype=object)}",A
